"id","record_id","subjid","dob","age","sex","dot","tst_status","posttestq_tst1","posttestq_tst2","exprnotes_tst","exprnotes_general","explore_mean_h0","explore_mean_h1","explore_mean_h4","exploit_mean_h0","exploit_mean_h1","exploit_mean_h4","other_mean_h0","other_mean_h1","other_mean_h4","agegroup","trialcount","reward_total","explore_mean","exploit_mean","other_mean","agegroup5","agegroup11","agegroupa","pref_novelty","adaptation","male","dotc","dobc","completed"
"SearchCosts-5_S023","SearchCosts-5_S023","SearchCosts-5_S023","5/29/14",5.36431989063568,1,"10/12/19",1,2,"want to know what's in the question mark","4 picks: biggest-bigger-big-biggest  random patterns","the camera was zoomed in during recording, and the video is zoomed and can't see the screen",0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,"5",18,251.113,0.166666666666667,0.833333333333333,0,1,0,0,0,2.77555756156289e-17,1,2019-10-12,2014-05-29,1
"SearchCosts-5_S024","SearchCosts-5_S024","SearchCosts-5_S024","4/19/14",5.47915242652085,2,"10/14/19",1,2,"chose cans in a circle","picked each can with 4 picks, ? with 1 pick","",0.666666666666667,0.833333333333333,1,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,"5",18,216.3750163,0.833333333333333,0.0555555555555555,0.111111111111111,1,0,0,0,0.166666666666667,0,2019-10-14,2014-04-19,1
"SearchCosts-5_S025","SearchCosts-5_S025","SearchCosts-5_S025","5/31/14",5.37799043062201,2,"10/19/19",1,2,"I just think","like to choose question mark right away, but when I report the number of picks, would choose the known paint if there's only 1 pick","",0.166666666666667,0,0.666666666666667,0.833333333333333,1,0.333333333333333,0,0,0,"5",18,236.7119575,0.277777777777778,0.722222222222222,0,1,0,0,0,0.666666666666667,0,2019-10-19,2014-05-31,1
"SearchCosts-5_S026","SearchCosts-5_S026","SearchCosts-5_S026","5/26/14",5.39712918660287,1,"10/21/19",1,2,"I dont know","always the biggest splash- ? if 4 picks","",0.333333333333333,0.166666666666667,1,0.666666666666667,0.833333333333333,0,0,0,0,"5",18,286.16153,0.5,0.5,0,1,0,0,0,0.833333333333333,1,2019-10-21,2014-05-26,1
"SearchCosts-5_S027","SearchCosts-5_S027","SearchCosts-5_S027","10/29/14",5.02529049897471,2,"11/10/19",1,1,"just guess","random and exploratory, like to choose question mark, but if there's only one pick, would change the pick to big paint splashes","forgot to ask Information search questions at first, asked them at the beginning of AXCPT",0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.5,0.166666666666667,0,0,"5",18,241.2856575,0.333333333333333,0.611111111111111,0.0555555555555555,1,0,0,1,0.166666666666667,0,2019-11-10,2014-10-29,1
"SearchCosts-5_S028","SearchCosts-5_S028","SearchCosts-5_S028","7/31/14",5.27956254272044,2,"11/13/19",1,2,"the hands","would mostly pick the biggest splash with exploring","",0.166666666666667,0,0.166666666666667,0.833333333333333,1,0.833333333333333,0,0,0,"5",18,295.489065,0.111111111111111,0.888888888888889,0,1,0,0,0,0.166666666666667,0,2019-11-13,2014-07-31,1
"SearchCosts-5_S029","SearchCosts-5_S029","SearchCosts-5_S029","7/23/14",5.31237183868763,2,"11/17/19",1,2,"just pick","exploring, pick each can once in 4 picks, pick ? or random can in 1 pick","",0.5,0.833333333333333,0.666666666666667,0.5,0,0.166666666666667,0,0.166666666666667,0.166666666666667,"5",18,216.4356788,0.666666666666667,0.222222222222222,0.111111111111111,1,0,0,0,-0.166666666666667,0,2019-11-17,2014-07-23,1
"SearchCosts-5_S030","SearchCosts-5_S030","SearchCosts-A_S030","10/28/14",5.11278195488722,2,"12/11/19",1,1,"don't know","","",1,0.833333333333333,1,0,0,0,0,0.166666666666667,0,"5",18,207.6022412,0.944444444444444,0,0.0555555555555555,1,0,0,1,0.166666666666667,0,2019-12-11,2014-10-28,1
"SearchCosts-5_S031","SearchCosts-5_S031","SearchCosts-5_S031","9/18/14",5.32604237867396,2,"1/18/20",1,2,"in mind","","",0.833333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0,"5",18,217.9955262,0.777777777777778,0.222222222222222,0,1,0,0,0,-0.166666666666667,0,2020-01-18,2014-09-18,1
"SearchCosts-5_S032","SearchCosts-5_S032","SearchCosts-5_S032","1/18/15",5.04716336295284,1,"2/7/20",0,2,"? cans after picking helpers cans","wanted to stop after practice round. No data. ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,1,0,0,0,NA,1,2020-02-07,2015-01-18,0
"SearchCosts-5_S033","SearchCosts-5_S033","SearchCosts-5_S033","9/28/14",5.35885167464115,1,"2/9/20",1,2,"Don't know","","",1,0.833333333333333,0.833333333333333,0,0,0,0,0.166666666666667,0.166666666666667,"5",18,215.3392912,0.888888888888889,0,0.111111111111111,1,0,0,0,0,1,2020-02-09,2014-09-28,1
"SearchCosts-5_S034","SearchCosts-5_S034","SearchCosts-5_S034","3/13/14",5.92481203007519,1,"2/17/20",1,2,"the littlest ones","picked the 2 smallest cans (usually alternating) with all conditions","",0,0,0,0,0,0,1,1,1,"5",18,152.6513775,0,0,1,1,0,0,0,0,1,2020-02-17,2014-03-13,1
"SearchCosts-5_S035","SearchCosts-5_S035","SearchCosts-5_S035","2/1/15",5.0498974709501,2,"2/22/20",1,2,"Don't know","","",1,1,0.5,0,0,0.25,0,0,0.25,"5",11,154.2339287,0.818181818181818,0.0909090909090909,0.0909090909090909,1,0,0,0,-0.5,0,2020-02-22,2015-02-01,1
"SearchCosts-5_S036","SearchCosts-5_S036","SearchCosts-5_S036","10/12/14",5.36431989063568,1,"2/25/20",1,2,"picked ones with question marks","picked ?, then each other splash","",1,1,1,0,0,0,0,0,0,"5",18,202.7257312,1,0,0,1,0,0,0,0,1,2020-02-25,2014-10-12,1
"SearchCosts-5_S037","SearchCosts-5_S037","SearchCosts-5_S037","3/13/14",5.95488721804511,1,"2/28/20",2,1,"Do not know","did not want to play after 1/3","",0,0,0,0.5,1,0.5,0.5,0,0.5,"5",5,123.57177,0,0.6,0.4,1,0,0,1,0,1,2020-02-28,2014-03-13,0
"SearchCosts-5_S038","SearchCosts-5_S038","SearchCosts-5_S038","10/22/14",5.34518113465482,2,"2/28/20",1,2,"Do not know","","",0.166666666666667,0.5,0,0.666666666666667,0,0.166666666666667,0.166666666666667,0.5,0.833333333333333,"5",18,218.1169037,0.222222222222222,0.277777777777778,0.5,1,0,0,0,-0.5,0,2020-02-28,2014-10-22,1
"SearchCosts-5_S039","SearchCosts-5_S039","SearchCosts-5_S039","4/1/14",5.90840738209159,1,"3/1/20",1,2,"based on paint splashes","never choose ?, choose the biggest paint splashes every time","",0,0,0,1,1,1,0,0,0,"5",18,306.628225,0,1,0,1,0,0,0,0,1,2020-03-01,2014-04-01,1
"SearchCosts-5_S040","SearchCosts-5_S040","SearchCosts-5_S040","5/3/14",5.82091592617908,2,"3/1/20",1,2,"circle pattern, biggest at the end","chose ? then every other can, for last section just chose biggest","",0.833333333333333,0.666666666666667,1,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,"5",18,216.5595538,0.833333333333333,0.111111111111111,0.0555555555555555,1,0,0,0,0.333333333333333,0,2020-03-01,2014-05-03,1
"SearchCosts-5_S041","SearchCosts-5_S041","SearchCosts-5_S041","10/22/14",5.35338345864662,1,"3/2/20",1,2,"I don't know","4: ? then other 3 cans  1: ?","",1,1,1,0,0,0,0,0,0,"5",18,217.1615062,1,0,0,1,0,0,0,0,1,2020-03-02,2014-10-22,1
"SearchCosts-5_S042","SearchCosts-5_S042","SearchCosts-5_S042","5/2/14",5.83185235816815,2,"3/4/20",1,2,"the ones on the left","switched from exploring to exploiting halfway through","",0.666666666666667,0.5,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0,0,0,"5",18,281.6307562,0.5,0.5,0,1,0,0,0,-0.166666666666667,0,2020-03-04,2014-05-02,1
"SearchCosts-5_S043","SearchCosts-5_S043","SearchCosts-5_S043","10/14/14",5.38345864661654,1,"3/5/20",1,2,"don't know","","",0,0.166666666666667,0.333333333333333,1,0.833333333333333,0.666666666666667,0,0,0,"5",18,266.5883825,0.166666666666667,0.833333333333333,0,1,0,0,0,0.166666666666667,1,2020-03-05,2014-10-14,1
"SearchCosts-Adult_S001","SearchCosts-Adult_S001","SearchCosts-Adult_S001","",18,4,"9/17/19",1,2,"random","exploitative, ? then biggest 3x with 4 picks, biggest with one pick, biggest then ? when ambiguous","",0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0,0,0,"Adult",18,284.3531012,0.388888888888889,0.611111111111111,0,0,0,1,0,0.666666666666667,NA,2019-09-17,NA,1
"SearchCosts-Adult_S002","SearchCosts-Adult_S002","SearchCosts-Adult_S002","",22,4,"9/17/19",1,2,"random","somewhat random selection","",0.5,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.5,"Adult",18,216.1497125,0.444444444444444,0.222222222222222,0.333333333333333,0,0,1,0,-0.5,NA,2019-09-17,NA,1
"SearchCosts-Adult_S003","SearchCosts-Adult_S003","SearchCosts-Adult_S003","",20,4,"9/17/19",1,2,"random","exploitative, 4 picks: ? then biggest 3x  1 pick: biggest","",0.166666666666667,0.333333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.333333333333333,0,0,0,"Adult",18,297.0582413,0.388888888888889,0.611111111111111,0,0,0,1,0,0.333333333333333,NA,2019-09-17,NA,1
"SearchCosts-Adult_S004","SearchCosts-Adult_S004","SearchCosts-Adult_S004","",19,4,"9/17/19",1,2,"? then biggest   ","4: ? then biggest  1: biggest","",0.166666666666667,0,1,0.833333333333333,1,0,0,0,0,"Adult",18,291.0965912,0.388888888888889,0.611111111111111,0,0,0,1,0,1,NA,2019-09-17,NA,1
"SearchCosts-Adult_S005","SearchCosts-Adult_S005","SearchCosts-Adult_S005","",18,4,"9/20/19",1,2,"get the known biggest, if the known cans are small splashes, then open question mark","","",0.333333333333333,0,0.5,0.666666666666667,1,0.5,0,0,0,"Adult",18,305.2568263,0.277777777777778,0.722222222222222,0,0,0,1,0,0.5,NA,2019-09-20,NA,1
"SearchCosts-Adult_S006","SearchCosts-Adult_S006","SearchCosts-Adult_S006","",19,4,"9/25/19",1,2,"Based off the amount of picks she had  When there were more picks would pick the ? first then the biggest","more picks would chose ?","",0.166666666666667,0,0.5,0.666666666666667,1,0.5,0.166666666666667,0,0,"Adult",18,276.9307112,0.222222222222222,0.722222222222222,0.0555555555555555,0,0,1,0,0.5,NA,2019-09-25,NA,1
"SearchCosts-Adult_S007","SearchCosts-Adult_S007","SearchCosts-Adult_S007","",NA,4,"9/30/19",1,2,"ones with the most paint","with more picks chose ?, otherwise biggest every time","",0,0,0.666666666666667,1,1,0.333333333333333,0,0,0,"Adult",18,292.0142262,0.222222222222222,0.777777777777778,0,0,0,1,0,0.666666666666667,NA,2019-09-30,NA,1
"SearchCosts-Adult_S008","SearchCosts-Adult_S008","SearchCosts-Adult_S008","",26,4,"9/30/19",1,2,"ones with most color","always picked the biggest splash never the ?","",0,0.166666666666667,0,1,0.833333333333333,1,0,0,0,"Adult",18,287.40998,0.0555555555555555,0.944444444444444,0,0,0,1,0,-0.166666666666667,NA,2019-09-30,NA,1
"SearchCosts-Adult_S009","SearchCosts-Adult_S009","SearchCosts-Adult_S009","",18,4,"10/1/19",1,2,"ones that had the most paint","explorative with 4 clicks, ?, then biggest x3. 1 click, biggest","",0.666666666666667,0,1,0.333333333333333,1,0,0,0,0,"Adult",18,284.3795612,0.555555555555556,0.444444444444444,0,0,0,1,0,1,NA,2019-10-01,NA,1
"SearchCosts-Adult_S010","SearchCosts-Adult_S010","SearchCosts-Adult_S010","",18,4,"10/1/19",1,1,"1 pick, biggest; 4 clicks, big, ?, big","4 picks, biggest, ?, biggest x2  1 pick, biggest","",0,0,0.666666666666667,1,1,0.333333333333333,0,0,0,"Adult",18,295.4224262,0.222222222222222,0.777777777777778,0,0,0,1,1,0.666666666666667,NA,2019-10-01,NA,1
"SearchCosts-Adult_S011","SearchCosts-Adult_S011","SearchCosts-Adult_S011","",18,4,"10/4/19",1,2,"usually get the known most, depends on the picks. 1 pick: biggest, 4 picks: try ?, then biggest","","",0,0,1,1,1,0,0,0,0,"Adult",18,294.247815,0.333333333333333,0.666666666666667,0,0,0,1,0,1,NA,2019-10-04,NA,1
"SearchCosts-Adult_S012","SearchCosts-Adult_S012","SearchCosts-Adult_S012","",18,4,"10/4/19",1,2,"if have multiple picks or all known cans are small splashes, pick questions mark first, then biggest. ","","",0,0,0.5,1,1,0.5,0,0,0,"Adult",18,296.6495862,0.166666666666667,0.833333333333333,0,0,0,1,0,0.5,NA,2019-10-04,NA,1
"SearchCosts-Adult_S013","SearchCosts-Adult_S013","SearchCosts-Adult_S013","",19,4,"10/8/19",1,2,"with 4 picks used one to open unknown, chose biggest with one pick","4 picks: ? then biggest 3x  1 pick: biggest or ?","",0.5,0,0.833333333333333,0.5,1,0.166666666666667,0,0,0,"Adult",18,292.0344262,0.444444444444444,0.555555555555556,0,0,0,1,0,0.833333333333333,NA,2019-10-08,NA,1
"SearchCosts-Adult_S014","SearchCosts-Adult_S014","SearchCosts-Adult_S014","",18,4,"10/8/19",1,2,"picked biggest if thought it was uncovered already, otherwise chose unknown","-exploitative  -4 picks: ? then biggest 3x  -1 pick: biggest or ?","",0.666666666666667,0,0.833333333333333,0.333333333333333,1,0.166666666666667,0,0,0,"Adult",18,290.9737012,0.5,0.5,0,0,0,1,0,0.833333333333333,NA,2019-10-08,NA,1
"SearchCosts-Adult_S015","SearchCosts-Adult_S015","SearchCosts-Adult_S015","",19,4,"10/14/19",1,2,"biggest splash","biggest, 4 picks ? then biggest","",0.166666666666667,0.166666666666667,0.5,0.833333333333333,0.833333333333333,0.5,0,0,0,"Adult",18,282.9085862,0.277777777777778,0.722222222222222,0,0,0,1,0,0.333333333333333,NA,2019-10-14,NA,1
"SearchCosts-Adult_S016","SearchCosts-Adult_S016","SearchCosts-Adult_S016","",18,4,"10/14/19",1,2,"helper and splash size","more random, tended to pick ? then biggest","",0.5,0.5,0.833333333333333,0.5,0.5,0.166666666666667,0,0,0,"Adult",18,239.73016,0.611111111111111,0.388888888888889,0,0,0,1,0,0.333333333333333,NA,2019-10-14,NA,1
"SearchCosts-Adult_S017","SearchCosts-Adult_S017","SearchCosts-Adult_S017","",18,4,"10/16/19",0,2,"the helper- then if it was big kept picking it ","?, then biggest
BV (3/31/20): missing its data for psydat and csv","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,0,0,1,0,NA,NA,2019-10-16,NA,0
"SearchCosts-Adult_S018","SearchCosts-Adult_S018","SearchCosts-Adult_S018","",18,4,"11/4/19",1,2,"cans with the helper and then the biggest","always biggest never ?","",0,0,0.166666666666667,1,1,0.833333333333333,0,0,0,"Adult",18,297.794025,0.0555555555555555,0.944444444444444,0,0,0,1,0,0.166666666666667,NA,2019-11-04,NA,1
"SearchCosts-Adult_S019","SearchCosts-Adult_S019","SearchCosts-Adult_S019","",19,4,"11/5/19",1,2,"open all, then biggest","random choices, ? first then alternating between the largest and second largest","",0.5,0.666666666666667,0.833333333333333,0.5,0.333333333333333,0.166666666666667,0,0,0,"Adult",18,244.3829075,0.666666666666667,0.333333333333333,0,0,0,1,0,0.166666666666667,NA,2019-11-05,NA,1
"SearchCosts-Adult_S020","SearchCosts-Adult_S020","SearchCosts-Adult_S020","",18,4,"11/5/19",1,2,"open all (especially when ambiguous picks), then pick biggest","4 pick: ?, 3 biggest  1 pick: ? or biggest  ","",0.833333333333333,0.333333333333333,0.833333333333333,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,"Adult",18,293.6517962,0.666666666666667,0.333333333333333,0,0,0,1,0,0.5,NA,2019-11-05,NA,1
"SearchCosts-Adult_S021","SearchCosts-Adult_S021","SearchCosts-Adult_S021","",19,4,"11/5/19",1,2,"guessed size of unknown based on others, pick biggest accordingly","4 clicks: ?, then biggest 3  1 click: ? or biggest","",0,0,0.166666666666667,1,1,0.833333333333333,0,0,0,"Adult",18,230.5985587,0.0555555555555555,0.944444444444444,0,0,0,1,0,0.166666666666667,NA,2019-11-05,NA,1
"SearchCosts-Adult_S022","SearchCosts-Adult_S022","SearchCosts-Adult_S022","",19,4,"11/14/19",1,2,"4 picks: ?, 1 pick: biggest","random choices, mostly exploitative","",0.333333333333333,0.833333333333333,0.166666666666667,0.666666666666667,0.166666666666667,0.666666666666667,0,0,0.166666666666667,"Adult",18,269.1854712,0.444444444444444,0.5,0.0555555555555555,0,0,1,0,-0.666666666666667,NA,2019-11-14,NA,1
"SearchCosts-Adult_S023","SearchCosts-Adult_S023","SearchCosts-Adult_S023","",18,4,"11/14/19",1,2,"random","exploitative, 4 clicks: biggest 4x, 1 click: biggest, rarely choose ?","",0,0,0.5,1,1,0.5,0,0,0,"Adult",18,310.035325,0.166666666666667,0.833333333333333,0,0,0,1,0,0.5,NA,2019-11-14,NA,1
"SearchCosts-Adult_S024","SearchCosts-Adult_S024","SearchCosts-Adult_S024","",21,4,"11/14/19",1,2,"1 click: biggest, 4 clicks: opened all","1 click: biggest  4 clicks: ?, then biggest 3x  ","",0.666666666666667,0.5,0.833333333333333,0.333333333333333,0.5,0.166666666666667,0,0,0,"Adult",18,286.6196762,0.666666666666667,0.333333333333333,0,0,0,1,0,0.333333333333333,NA,2019-11-14,NA,1
"SearchCosts-Adult_S025","SearchCosts-Adult_S025","SearchCosts-Adult_S025","",18,4,"11/21/19",1,2,"based on which ones had the biggest splashes","exploitative 4 picks: ?, then 3 biggest  1 pick: biggest","",0.166666666666667,0,0.666666666666667,0.833333333333333,1,0.333333333333333,0,0,0,"Adult",18,302.0882,0.277777777777778,0.722222222222222,0,0,0,1,0,0.666666666666667,NA,2019-11-21,NA,1
"SearchCosts-Adult_S026","SearchCosts-Adult_S026","SearchCosts-Adult_S026","",18,4,"12/4/19",1,2,"size","4 choices= explored  unknown and 1- mostly did not explore","",0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,"Adult",18,294.492275,0.555555555555556,0.444444444444444,0,0,0,1,0,0.333333333333333,NA,2019-12-04,NA,1
"SearchCosts-Adult_S027","SearchCosts-Adult_S027","SearchCosts-Adult_S027","",19,4,"12/4/19",1,2,"bigger first","biggest then random after first choice","",0.166666666666667,0.166666666666667,0.5,0.833333333333333,0.833333333333333,0.333333333333333,0,0,0.166666666666667,"Adult",18,251.734995,0.277777777777778,0.666666666666667,0.0555555555555555,0,0,1,0,0.333333333333333,NA,2019-12-04,NA,1
"SearchCosts-Adult_S028","SearchCosts-Adult_S028","SearchCosts-Adult_S028","",19,4,"12/9/19",1,2,"by how many picks I had","explore with 4 and sometimes with unknown","",0.5,0,0.666666666666667,0.5,1,0.333333333333333,0,0,0,"Adult",18,297.7481012,0.388888888888889,0.611111111111111,0,0,0,1,0,0.666666666666667,NA,2019-12-09,NA,1
"SearchCosts-Adult_S029","SearchCosts-Adult_S029","SearchCosts-Adult_S029","",NA,4,"12/11/19",1,2,"the hands","always the biggest never the ?","",0,0.166666666666667,0,1,0.833333333333333,1,0,0,0,"Adult",18,299.6869,0.0555555555555555,0.944444444444444,0,0,0,1,0,-0.166666666666667,NA,2019-12-11,NA,1
"SearchCosts-Adult_S030","SearchCosts-Adult_S030","SearchCosts-Adult_S030","",19,4,"12/11/19",1,2,"helper and then whichever one was closest ","very random choices, not sure if game was understood","",0.833333333333333,0.666666666666667,0.5,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0.333333333333333,"Adult",18,229.5376825,0.666666666666667,0.111111111111111,0.222222222222222,0,0,1,0,-0.166666666666667,NA,2019-12-11,NA,1
"SearchCosts-Adult_S031","SearchCosts-Adult_S031","SearchCosts-Adult_S031","",31,4,"1/27/20",1,2,"risk factor- if I had one hand or the cloud I would choose the biggest presented, if I had 4 hands I would choose the ? if I thought there was a splash bigger than the ones already uncovered ","based on paint splash size and number of picks chooses whether to explore or not  WZ (3/23/20): data file subject field misnamed ""SearchCosts-S031""","",0,0,0.666666666666667,1,1,0.333333333333333,0,0,0,"Adult",18,302.748925,0.222222222222222,0.777777777777778,0,0,0,1,0,0.666666666666667,NA,2020-01-27,NA,1
"SearchCosts-Adult_S032","SearchCosts-Adult_S032","SearchCosts-Adult_S032","",19,4,"1/29/20",1,2,"Whichever had the most","When participant thought there could have been a bigger splash than the ones participant was presented she would pick the ?","",0.666666666666667,0.166666666666667,0.5,0.333333333333333,0.833333333333333,0.5,0,0,0,"Adult",18,297.7620112,0.444444444444444,0.555555555555556,0,0,0,1,0,0.333333333333333,NA,2020-01-29,NA,1
"SearchCosts-Adult_S033","SearchCosts-Adult_S033","SearchCosts-Adult_S033","",NA,4,"1/29/20",1,2,"random","With the unknown number of picks wold pick the biggest and then ? if arrow didn't show up","",0,0,0.333333333333333,1,1,0.666666666666667,0,0,0,"Adult",18,295.3310262,0.111111111111111,0.888888888888889,0,0,0,1,0,0.333333333333333,NA,2020-01-29,NA,1
"SearchCosts-Adult_S034","SearchCosts-Adult_S034","SearchCosts-Adult_S034","",NA,4,"1/29/20",1,2,"how much paint","known biggest","",0,0,0,1,1,1,0,0,0,"Adult",18,304.428225,0,1,0,0,0,1,0,0,NA,2020-01-29,NA,1
"SearchCosts-Adult_S035","SearchCosts-Adult_S035","SearchCosts-Adult_S035","",19,4,"2/5/20",1,2,"biggest splash when I had less hands","if it was clear that the biggest splash was already shown would just pick the biggest one but if they were all smaller sized would explore","",0.666666666666667,0,0.666666666666667,0.333333333333333,1,0.333333333333333,0,0,0,"Adult",18,287.2446712,0.444444444444444,0.555555555555556,0,0,0,1,0,0.666666666666667,NA,2020-02-05,NA,1
"SearchCosts-Adult_S036","SearchCosts-Adult_S036","SearchCosts-Adult_S036","",19,4,"2/5/20",1,2,"which had the most","mostly biggest- unless splashes were small then ? ","",0,0.166666666666667,0.5,1,0.833333333333333,0.5,0,0,0,"Adult",18,309.481425,0.222222222222222,0.777777777777778,0,0,0,1,0,0.333333333333333,NA,2020-02-05,NA,1
"SearchCosts-Adult_S037","SearchCosts-Adult_S037","SearchCosts-Adult_S037","",20,4,"2/10/20",1,2,"because they had more paint","","",0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.5,0,0,0,"Adult",18,303.5546763,0.388888888888889,0.611111111111111,0,0,0,1,0,0.166666666666667,NA,2020-02-10,NA,1
"SearchCosts-Adult_S038","SearchCosts-Adult_S038","SearchCosts-Adult_S038","",NA,4,"2/10/20",1,2,"whichever had the most","did not explore","",0.333333333333333,0,0.166666666666667,0.666666666666667,1,0.833333333333333,0,0,0,"Adult",18,295.2512625,0.166666666666667,0.833333333333333,0,0,0,1,0,0.166666666666667,NA,2020-02-10,NA,1
"SearchCosts-Adult_S039","SearchCosts-Adult_S039","SearchCosts-Adult_S039","",20,4,"2/11/20",1,2,"biggest, unless all were small, then ?","4 picks: ? then biggest  1: biggest","",0,0,0.333333333333333,1,1,0.666666666666667,0,0,0,"Adult",18,305.979725,0.111111111111111,0.888888888888889,0,0,0,1,0,0.333333333333333,NA,2020-02-11,NA,1
"SearchCosts-Adult_S040","SearchCosts-Adult_S040","SearchCosts-Adult_S040","",22,4,"2/12/20",1,2,"if not sure there is a bigger splash then ?","1: biggest shown  4: sometimes biggest sometimes ?  cloud: sometimes biggest sometimes ?","",0.5,0,0.666666666666667,0.5,1,0.333333333333333,0,0,0,"Adult",18,296.5984,0.388888888888889,0.611111111111111,0,0,0,1,0,0.666666666666667,NA,2020-02-12,NA,1
"SearchCosts-Adult_S041","SearchCosts-Adult_S041","SearchCosts-Adult_S041","",19,4,"2/19/20",1,2,"biggest paint","did not exploit accept for 2 or 3 of the 4 picks","",0,0,0.333333333333333,1,1,0.666666666666667,0,0,0,"Adult",18,309.769525,0.111111111111111,0.888888888888889,0,0,0,1,0,0.333333333333333,NA,2020-02-19,NA,1
"SearchCosts-Adult_S042","SearchCosts-Adult_S042","SearchCosts-Adult_S042","",19,4,"2/19/20",1,2,"the biggest/ if they were all small then the ?","sometimes exploit with 4 picks","",0,0,0.333333333333333,1,1,0.666666666666667,0,0,0,"Adult",18,301.349525,0.111111111111111,0.888888888888889,0,0,0,1,0,0.333333333333333,NA,2020-02-19,NA,1
"SearchCosts-Adult_S043","SearchCosts-Adult_S043","SearchCosts-Adult_S043","",19,4,"2/19/20",1,1,"random","does not exploit ","",0,0,0,1,1,1,0,0,0,"Adult",18,287.7183475,0,1,0,0,0,1,1,0,NA,2020-02-19,NA,1
"SearchCosts-Adult_S044","SearchCosts-Adult_S044","SearchCosts-Adult_S044","",19,4,"2/26/20",1,2,"the biggest","always biggest","",0,0,0,1,0.833333333333333,1,0,0.166666666666667,0,"Adult",18,299.20087,0,0.944444444444444,0.0555555555555555,0,0,1,0,0,NA,2020-02-26,NA,1
"SearchCosts-Adult_S045","SearchCosts-Adult_S045","SearchCosts-Adult_S045","",19,4,"2/26/20",1,2,"how many clicks and the size of splashes ","sometimes exploited with 4 picks","",0,0,0.5,1,1,0.5,0,0,0,"Adult",18,309.135325,0.166666666666667,0.833333333333333,0,0,0,1,0,0.5,NA,2020-02-26,NA,1
"SearchCosts-Adult_S046","SearchCosts-Adult_S046","SearchCosts-Adult_S046","",NA,4,"2/26/20",1,2,"if the can was covered, wanted to see all the options","? most of the time","",0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0,0,0,"Adult",18,288.7152012,0.5,0.5,0,0,0,1,0,0.166666666666667,NA,2020-02-26,NA,1
"SearchCosts-Adult_S047","SearchCosts-Adult_S047","SearchCosts-Adult_S047","",18,4,"3/2/20",1,2,"random","1: mostly the biggest depending on splash size  4: sometimes ?","",0.5,0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0,0,0,"Adult",18,296.2518712,0.5,0.5,0,0,0,1,0,0.333333333333333,NA,2020-03-02,NA,1
"SearchCosts-Adult_S048","SearchCosts-Adult_S048","SearchCosts-Adult_S048","",NA,4,"3/4/20",1,2,"more paint","never choose ?","",0,0,0,1,1,1,0,0,0,"Adult",18,306.628225,0,1,0,0,0,1,0,0,NA,2020-03-04,NA,1
"SearchCosts-Adult_S049","SearchCosts-Adult_S049","SearchCosts-Adult_S049","",18,4,"3/9/20",1,2,"if there was already a big splash and the amount of picks that I had","exploit w 4 picks and cloud","",0.666666666666667,0,0.833333333333333,0.333333333333333,1,0.166666666666667,0,0,0,"Adult",18,291.3737012,0.5,0.5,0,0,0,1,0,0.833333333333333,NA,2020-03-09,NA,1
